,index,Category,Message
4916,5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
4917,5304,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
4918,5305,ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
4919,5306,ham,Ill be at yours in about 3 mins but look out for me
4920,5307,ham,What you did in  leave.
4921,5308,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
4922,5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
4923,5310,ham,"yeah, that's what I was thinking"
4924,5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
4925,5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
4926,5313,ham,My sister going to earn more than me da.
4927,5316,ham,Jus finish watching tv... U?
4928,5317,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
4929,5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
4930,5319,ham,Kothi print out marandratha.
4931,5320,ham,But we havent got da topic yet rite?
4932,5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
4933,5322,ham,"Thanks, I'll keep that in mind"
4934,5323,ham,Aah bless! How's your arm?
4935,5324,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
4936,5325,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
4937,5326,ham,What makes you most happy?
4938,5327,ham,Wishing you a wonderful week.
4939,5328,ham,Sweet heart how are you?
4940,5329,ham,"Sir, waiting for your letter."
4941,5330,ham,Dude im no longer a pisces. Im an aquarius now.
4942,5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
4943,5332,ham,I think steyn surely get one wicket:)
4944,5333,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
4945,5334,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
4946,5335,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
4947,5336,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
4948,5337,ham,My birthday is on feb  &lt;#&gt;  da. .
4949,5338,ham,So when do you wanna gym?
4950,5339,ham,You'd like that wouldn't you? Jerk!
4951,5340,ham,Are u awake? Is there snow there?
4952,5341,ham,And of course you should make a stink!
4953,5342,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
4954,5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
4955,5344,ham,When you guys planning on coming over?
4956,5345,ham,Wat ü doing now?
4957,5347,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
4958,5348,ham,Do I? I thought I put it back in the box
4959,5349,ham,I'm home...
4960,5350,ham,No one interested. May be some business plan.
4961,5351,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
4962,5352,ham,Good morning princess! Have a great day!
4963,5353,ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
4964,5354,ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
4965,5355,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
4966,5356,ham,Tell me something. Thats okay.
4967,5358,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
4968,5359,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
4969,5360,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
4970,5361,ham,Yep get with the program. You're slacking.
4971,5362,ham,I'm in inside office..still filling forms.don know when they leave me.
4972,5363,ham,"I think your mentor is , but not 100 percent sure."
4973,5364,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
4974,5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
4975,5368,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
4976,5369,ham,Hi mom we might be back later than  &lt;#&gt;
4977,5370,spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
4978,5371,ham,"Lol, oh you got a friend for the dog ?"
4979,5372,ham,"Ok., is any problem to u frm him? Wats matter?"
4980,5373,ham,"K I'll head out in a few mins, see you there"
4981,5376,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
4982,5377,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
4983,5378,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
4984,5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
4985,5380,ham,Its sunny in california. The weather's just cool
4986,5381,spam,You have 1 new message. Call 0207-083-6089
4987,5382,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
4988,5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
4989,5384,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
4990,5385,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
4991,5387,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
4992,5388,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
4993,5390,ham,Nt joking seriously i told
4994,5391,ham,Watching ajith film ah?
4995,5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
4996,5393,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
4997,5394,ham,I dont know exactly could you ask chechi.
4998,5395,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
4999,5396,ham,As in i want custom officer discount oh.
5000,5397,ham,That's necessarily respectful
5001,5398,ham,Hi. Hope you had a good day. Have a better night.
5002,5399,ham,And he's apparently bffs with carly quick now
5003,5400,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
5004,5401,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
5005,5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
5006,5403,ham,So gd got free ice cream... I oso wan...
5007,5404,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
5008,5405,ham,So how many days since then?
5009,5406,ham,Dear are you angry i was busy dear
5010,5407,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
5011,5408,ham,... Are you in the pub?
5012,5409,ham,There is a first time for everything :)
5013,5410,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
5014,5411,ham,I ask if u meeting da ge tmr nite...
5015,5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
5016,5413,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
5017,5414,ham,East coast
5018,5415,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
5019,5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
5020,5417,ham,Nope. I just forgot. Will show next week
5021,5418,ham,So how are you really. What are you up to. How's the masters. And so on.
5022,5419,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
5023,5420,ham,I dont know oh. Hopefully this month.
5024,5421,ham,"Hi elaine, is today's meeting confirmed?"
5025,5422,ham,Ok k..sry i knw 2 siva..tats y i askd..
5026,5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5027,5426,ham,Oh yeah! And my diet just flew out the window
5028,5427,spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
5029,5428,ham,You didnt complete your gist oh.
5030,5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5031,5430,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5032,5431,ham,If I was I wasn't paying attention
5033,5432,ham,Thanx a lot 4 ur help!
5034,5433,ham,You're gonna have to be way more specific than that
5035,5434,ham,Jesus armand really is trying to tell everybody he can find
5036,5435,ham,I'm wif him now buying tix lar...
5037,5436,ham,Mode men or have you left.
5038,5437,ham,Am slow in using biola's fne
5039,5438,ham,What are youdoing later? Sar xxx
5040,5439,ham,Hey i've booked the 2 lessons on sun liao...
5041,5440,ham,Thank you. do you generally date the brothas?
5042,5441,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
5043,5442,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
5044,5443,spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
5045,5444,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
5046,5445,ham,"And that's fine, I got enough bud to last most of the night at least"
5047,5446,ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
5048,5447,ham,So that takes away some money worries
5049,5448,ham,"aight we can pick some up, you open before tonight?"
5050,5449,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
5051,5450,ham,Sac needs to carry on:)
5052,5451,ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
5053,5452,ham,What???? Hello wats talks email address?
5054,5453,ham,Except theres a chick with huge boobs.
5055,5454,ham,Im just wondering what your doing right now?
5056,5455,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
5057,5456,spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
5058,5459,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
5059,5461,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
5060,5462,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
5061,5463,ham,U GOIN OUT 2NITE?
5062,5464,ham,I will treasure every moment we spend together...
5063,5465,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
5064,5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
5065,5468,spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
5066,5470,ham,I thought slide is enough.
5067,5472,ham,Well obviously not because all the people in my cool college life went home ;_;
5068,5473,ham,Ok lor ü reaching then message me.
5069,5474,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
